tagid TtlGrwth Apprch Timing LwrAsy
TAG145 3.19473162916136 0.706195054364419 10.799697554515 1.62976404231291
TAG147 3.25218793576662 0.699106463453004 9.62655542983138 1.62976404231291
TAG149 3.13918014933351 0.712657074172428 11.9005379119634 1.62976404231291
TAG152 3.05030333048424 0.696321991516639 11.736545232712 1.62976404231291
TAG155 3.27209191910878 0.726304107166046 11.4675373254654 1.62976404231291
TAG159 3.23794223270264 0.74769267466531 13.3966109274292 1.62976404231291
TAG160 3.12289624779583 0.719018948438649 12.6340727731999 1.62976404231291
TAG164 3.04167607161876 0.688959457585445 11.2226588950555 1.62976404231291
TAG165 3.19837308870737 0.726911478232577 12.2961222901246 1.62976404231291
TAG166 3.26690755263334 0.708788118946224 10.1816699096501 1.62976404231291
TAG167 3.23592403557836 0.744778462202796 13.1479474726378 1.62976404231291
TAG169 3.16548831605776 0.71177547010519 11.5494750135137 1.62976404231291
TAG170 3.1887400242803 0.719748859848715 11.8811898292347 1.62976404231291
TAG173 3.2637188450009 0.721806527818199 11.2134522577249 1.62976404231291
TAG174 3.14030452355537 0.717896926862974 12.294941812556 1.62976404231291
TAG175 3.28808439800537 0.7149209902541 10.4032384071581 1.62976404231291
TAG176 3.03792890071103 0.688071682824016 11.1415803244955 1.62976404231291
TAG177 3.19212535773467 0.702335213752045 10.5886224960781 1.62976404231291
TAG179 3.28008274417986 0.716445760031216 10.6401710445732 1.62976404231291
TAG180 3.27637901004247 0.725704949092933 11.3689106658046 1.62976404231291
TAG181 3.13959325799973 0.714627090847328 12.0565516604941 1.62976404231291
TAG186 3.19102511521308 0.736384799137491 13.0876226513929 1.62976404231291
TAG188 3.15023601697634 0.724056231697667 12.6465692574225 1.62976404231291
TAG190 3.28003979981158 0.72775822748922 11.4843269561685 1.62976404231291
TAG192 3.21674150574101 0.742244836137792 13.2268695830248 1.62976404231291
TAG194 3.20127114347995 0.728043576657127 12.3484558047899 1.62976404231291
TAG200 3.13369923247581 0.702501190805081 11.1975613193422 1.62976404231291
TAG202 3.22533189720655 0.721308240630114 11.6107000880272 1.62976404231291
TAG203 3.17990039177412 0.716322352367553 11.7313506624537 1.62976404231291
TAG205 3.22598962482794 0.714769475865966 11.0854174986997 1.62976404231291
TAG206 3.19238875845891 0.713295046193239 11.3532258343631 1.62976404231291
TAG207 3.29273527490165 0.739484390844849 12.1818905509888 1.62976404231291
TAG208 3.08507190959313 0.7206307748741 13.1093609006784 1.62976404231291
TAG210 3.20963008027763 0.75109015933182 13.9682745402931 1.62976404231291
TAG211 3.12409001978806 0.702532632699103 11.2790579726992 1.62976404231291
TAG215 3.18107674426177 0.716137864754795 11.7067280732694 1.62976404231291
TAG218 3.31856630933719 0.735599823581429 11.60766477251 1.62976404231291
TAG220 3.24442401089628 0.720498203871905 11.3650522624109 1.62976404231291
TAG221 3.16998654639759 0.712111085822035 11.5520863096413 1.62976404231291
TAG223 3.27885151280645 0.725334508806903 11.3069592016072 1.62976404231291
TAG224 3.19586124382104 0.71631987100679 11.5309434435144 1.62976404231291
TAG225 3.28408760215056 0.714459214180968 10.4447872461164 1.62976404231291
TAG232 3.14996511032861 0.708280284396147 11.5014340955336 1.62976404231291
TAG233 3.18042515660182 0.710796577996871 11.3134155169077 1.62976404231291
TAG238 3.27505471158133 0.739050730418052 12.3353046690279 1.62976404231291
TAG240 3.1818197544269 0.713250199299925 11.4804760037952 1.62976404231291
TAG243 3.20515739760605 0.694998535683505 9.85964979549504 1.62976404231291
TAG244 3.17445436542418 0.699149294517692 10.5132482805527 1.62976404231291
TAG247 3.22149764601586 0.729893068948671 12.2696556171791 1.62976404231291
TAG250 3.27456288217003 0.711620796608227 10.324068835743 1.62976404231291
TAG252 3.26241967498136 0.712707721219195 10.5270119228849 1.62976404231291
TAG253 3.22757406661082 0.71582506731389 11.1206347502944 1.62976404231291
TAG257 3.18514100529028 0.728529133062146 12.5848507729449 1.62976404231291
TAG261 3.0457842906656 0.708278562981342 12.6770120163601 1.62976404231291
TAG266 3.23054893638081 0.728740056927436 12.0262069665167 1.62976404231291
