tagid TtlGrwth Apprch Timing LwrAsy
TAG001 3.17534390681155 0.729218617534022 12.7697115618855 1.62976404231291
TAG002 3.29809662612231 0.74832988560542 12.7812533151546 1.62976404231291
TAG003 3.06623940198697 0.688017108246498 10.8522784017388 1.62976404231291
TAG004 3.20335322294139 0.713387520991332 11.2433000070127 1.62976404231291
TAG005 3.29996572427425 0.743194070341197 12.3453996198317 1.62976404231291
TAG006 3.19547500743979 0.704840291333156 10.6898191049837 1.62976404231291
TAG007 3.28066926803311 0.737517620120873 12.1891461383801 1.62976404231291
TAG008 3.29401694714605 0.736685084979464 11.9425996370301 1.62976404231291
TAG009 3.20400772023186 0.727814611174285 12.3324225864535 1.62976404231291
TAG010 3.00802501340227 0.677412017635561 10.6912347197551 1.62976404231291
TAG011 3.1561481099516 0.706233249956482 11.2479753559869 1.62976404231291
TAG013 3.18494149553796 0.709953534610562 11.1953952180417 1.62976404231291
TAG014 3.29130398984055 0.720329246885601 10.7915016869665 1.62976404231291
TAG015 3.21708184775493 0.721003224526218 11.6524823815327 1.62976404231291
TAG016 3.25278530735803 0.711633252907923 10.5687383912087 1.62976404231291
TAG017 3.2479192495318 0.746385588557349 13.2184071357138 1.62976404231291
TAG018 3.28126873792927 0.738678987607811 12.2437987544665 1.62976404231291
TAG019 3.29425447989512 0.729070704585311 11.4117149326291 1.62976404231291
TAG020 3.26784348277506 0.71866533461341 10.9300445383734 1.62976404231291
TAG022 3.1411098614099 0.73240381380894 13.3805739425287 1.62976404231291
TAG023 3.18861259399391 0.721233066565938 11.994750520621 1.62976404231291
TAG024 3.15444873609596 0.71288505547167 11.7764417141571 1.62976404231291
TAG026 3.16516352189706 0.710277448567973 11.4414569732188 1.62976404231291
TAG027 3.29708268493489 0.72066726324592 10.7594404016914 1.62976404231291
TAG028 3.1638917236239 0.718092987907731 12.0432815118931 1.62976404231291
TAG030 3.15878717561868 0.708779632972463 11.3683594339171 1.62976404231291
TAG032 3.25138089481725 0.721817536665253 11.3566593346987 1.62976404231291
TAG033 3.16624068767663 0.697578054298384 10.4717634672126 1.62976404231291
TAG034 3.15409046859573 0.726156960135608 12.7392415190643 1.62976404231291
TAG035 3.17707435451297 0.704165231941329 10.8394320780804 1.62976404231291
TAG036 3.15735541675426 0.721038003264418 12.3369449891643 1.62976404231291
TAG037 3.18703785322274 0.721120855636938 12.0137378893714 1.62976404231291
TAG038 3.19910216352697 0.730525966282096 12.5607662780759 1.62976404231291
TAG040 3.13347319808585 0.697061285923501 10.8002643999526 1.62976404231291
TAG041 3.29823470784705 0.726158388381344 11.1457528222685 1.62976404231291
TAG042 3.25367706073594 0.724076017608709 11.4995403731004 1.62976404231291
TAG044 3.2436981512326 0.725375611913284 11.6894346249507 1.62976404231291
TAG045 3.17504538812467 0.703294874939995 10.8130429902434 1.62976404231291
TAG046 3.21407144728171 0.741635516518006 13.2052681023072 1.62976404231291
TAG047 3.21972746749611 0.735526474451084 12.7070655144492 1.62976404231291
TAG048 3.21432405970852 0.717942773841183 11.4699671148979 1.62976404231291
TAG049 3.10679794533911 0.710923891200063 12.0951856894485 1.62976404231291
TAG050 3.20694900796303 0.716020240605963 11.4240844394148 1.62976404231291
TAG051 3.08568882314055 0.687905711886535 10.6415504947465 1.62976404231291
TAG052 3.18234150806939 0.708255349790954 11.1386459174027 1.62976404231291
TAG053 3.17621014181941 0.701925232577411 10.6721009818869 1.62976404231291
TAG054 3.19638891672067 0.731548005665584 12.6720372381731 1.62976404231291
TAG055 3.25346981641503 0.758112318088546 13.9742534818785 1.62976404231291
TAG056 3.23067003244233 0.729886346800999 12.1802120148126 1.62976404231291
TAG057 3.24860339168146 0.726975721778775 11.774850438697 1.62976404231291
TAG058 3.18691285760459 0.703949136810646 10.7189815093038 1.62976404231291
TAG059 3.17450252006465 0.72458466492605 12.4336287104408 1.62976404231291
TAG060 3.10079391125811 0.696545340001241 11.1446863628739 1.62976404231291
TAG062 3.32494332562741 0.712265526283132 9.77882080814307 1.62976404231291
TAG064 3.25868004988379 0.721924786317487 11.2089612104867 1.62976404231291
TAG065 3.24079335190989 0.720418120520325 11.3141633986343 1.62976404231291
TAG066 3.28654150280165 0.720438674990418 10.8388779475101 1.62976404231291
TAG067 3.27435863886438 0.719598227283069 10.9210173910162 1.62976404231291
TAG068 3.08425080945217 0.700687079542566 11.6514624931818 1.62976404231291
TAG069 3.25699876006597 0.715553184912917 10.8202556102577 1.62976404231291
TAG070 3.20607888869387 0.743188150788182 13.4042183154456 1.62976404231291
TAG071 3.17851689630805 0.733640216554908 13.0191387681642 1.62976404231291
TAG072 3.17456893825244 0.719512761921409 12.0577201311891 1.62976404231291
TAG073 3.04600011019335 0.689298448917593 11.227956204797 1.62976404231291
TAG074 3.09566955877795 0.696200885149909 11.2092229507505 1.62976404231291
TAG075 3.2199927783334 0.718058399207529 11.4186327255273 1.62976404231291
TAG076 3.11536123541339 0.71376943347844 12.258886722123 1.62976404231291
TAG077 3.2930433331855 0.742192329124515 12.3869203190082 1.62976404231291
TAG078 3.20845172769068 0.742420367424607 13.3358853326155 1.62976404231291
TAG079 3.21797563408947 0.735950180679716 12.7313990184642 1.62976404231291
TAG080 3.10605259723018 0.712939636967069 12.3227599707937 1.62976404231291
TAG081 3.21082684024283 0.700551545201916 10.1953916937145 1.62976404231291
TAG083 3.18428653070432 0.715242660691314 11.5989313741905 1.62976404231291
TAG084 3.28776894819232 0.725344481360202 11.1928538532598 1.62976404231291
TAG085 3.07429298514749 0.697115474674639 11.4617474474766 1.62976404231291
TAG086 3.21140322486756 0.71732742947905 11.4705379307514 1.62976404231291
TAG087 3.02618645226814 0.681230599189143 10.7771386688886 1.62976404231291
TAG088 3.15796515492911 0.704682417054961 11.1112334729338 1.62976404231291
TAG089 3.09085026663542 0.687057398176802 10.5218752126037 1.62976404231291
TAG090 3.07180731488553 0.677603482810653 9.99541616066477 1.62976404231291
TAG091 3.15694028716197 0.69830052171013 10.6226104709712 1.62976404231291
TAG093 3.05153808511385 0.703249315671134 12.2395944761888 1.62976404231291
TAG094 3.24476793404345 0.718263803516324 11.1464905309512 1.62976404231291
TAG095 3.18655232200114 0.720844497559714 11.9898963727483 1.62976404231291
TAG098 3.17759158405563 0.712821084054292 11.4927716020313 1.62976404231291
TAG099 3.10750075398265 0.708736105934658 11.988779029735 1.62976404231291
TAG100 3.16334136298929 0.719178911610927 12.164644308564 1.62976404231291
TAG101 3.15924213577438 0.712332424227528 11.6601600609793 1.62976404231291
TAG102 3.17281971514122 0.721828619813408 12.2370442732382 1.62976404231291
TAG103 3.19642806903841 0.733788387455059 12.8308109912024 1.62976404231291
TAG104 3.11231971508186 0.69153696783355 10.6045563509931 1.62976404231291
TAG105 3.15330056209391 0.715871514368962 12.0259561609939 1.62976404231291
TAG106 3.24263013412712 0.732589481398825 12.1821393292728 1.62976404231291
TAG107 3.22374783893049 0.710832346883123 10.8334395789399 1.62976404231291
TAG110 3.22708925197855 0.718630745658492 11.4046190058445 1.62976404231291
TAG111 3.25655634319699 0.706028553002604 10.1033097072074 1.62976404231291
TAG112 3.08830801021531 0.709294174860963 12.2569567385817 1.62976404231291
TAG113 3.11738472098912 0.719955419909603 12.7040171602889 1.62976404231291
TAG114 3.18360208837619 0.715726129201219 11.6431579562656 1.62976404231291
TAG116 3.10147073301177 0.720773694086425 12.9415266530961 1.62976404231291
TAG117 3.1444250220913 0.718172721348944 12.2750224917316 1.62976404231291
TAG119 3.22027916756658 0.718685381842748 11.4852286315238 1.62976404231291
TAG120 3.21610390236653 0.739405157365241 13.0285636654928 1.62976404231291
TAG122 3.29830773914545 0.740630451967345 12.2203538306628 1.62976404231291
TAG124 3.2464592840403 0.736440856997147 12.4642281254518 1.62976404231291
TAG125 3.22134326539382 0.715925738840763 11.1996830941429 1.62976404231291
TAG127 3.18773357710666 0.765340525443456 15.3222619707298 1.62976404231291
TAG130 3.14198796606424 0.713092634116086 11.9028452490678 1.62976404231291
TAG131 3.19169529827273 0.715707307147356 11.5294249382924 1.62976404231291
TAG132 3.18505430679043 0.722231880902995 12.1471717406382 1.62976404231291
TAG137 3.19349237433077 0.724528797841238 12.1805274683483 1.62976404231291
TAG138 3.27852032793551 0.715781609465107 10.5884128237728 1.62976404231291
TAG140 3.18888833629282 0.728388699169863 12.5610200320881 1.62976404231291
TAG141 3.02401969526592 0.693096997113172 11.6887904098444 1.62976404231291
TAG143 3.17540023161335 0.703582494496801 10.8378651048756 1.62976404231291
TAG144 3.17021649097772 0.71203481384774 11.5092214056628 1.62976404231291
